Domain,,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Number,Domain,Datastructure,Looked at?,Algorithm Description,Algorithm Name,Year,Paper/Reference Link,Original paper?,Comments/Distinguishing Features,Wikipedia article namespace (if it exists and isn't in an earlier row),Authors,Constants,Constants Reference,Space,Space Class,Space Reference,Space Units,Model of Computation,Parameters,Prefered Parameter,Build (Time),Build Runtime Class,"Build Notes (constants, amortized?, randomized?, etc.)",Build Time Reference,Insert (Time),Insert Runtime Class,"Insert Notes (constants, amortized?, randomized?, etc.)",Insert Time Reference,Delete (Time),Delete Runtime Class,"Delete Notes (constants, amortized?, randomized?, etc.)",Delete Time Reference,Find (Time),Find Runtime Class,"Find Notes (constants, amortized?, randomized?, etc.)",Find Reference,Successor/Predecessor (Time),Successor/Predecessor Runtime Class,"Successor/Predecessor Notes (constants, amortized?, randomized?, etc.)",Successor/Predecessor Time Reference,Union (Time),Union Runtime Class,"Union Notes (constants, amortized?, randomized?, etc.)",Union Reference,Min/Max (Time),Min/Max Runtime Class,"Min/Max Notes (constants, amortized?, randomized?, etc.)",Max Reference,Increase-Key/Update (Time),Increase-Key/Update Runtime Class,"Increase-Key/Update Notes (constants, amortized?, randomized?, etc.)",Increase-Key/Update Reference,Push (Time),Push Runtime Class,"Push Notes (constants, amortized?, randomized?, etc.)",Push Reference,Pop Most Recent (Time),Pop Most Recent Runtime Class,"Pop Most Recent Notes (constants, amortized?, randomized?, etc.)",Pop Most Recent Reference,Pop Oldest (Time),Pop Oldest Runtime Class,"Pop Oldest Notes (constants, amortized?, randomized?, etc.)",Pop Oldest Reference,Nearest Neighbor (Time),Nearest Neighbor Runtime Class,"Nearest Neighbor Notes (constants, amortized?, randomized?, etc.)",Nearest Neighbor Reference,Range Search (Time),Range Search Runtime Class,"Range Search Notes (constants, amortized?, randomized?, etc.)",Range Search Reference,Query (Time),Query Runtime Class,"Query Notes (constants, amortized?, randomized?, etc.)",Query Reference,Improvement,Tradeoff
"Ordered Associative Array (Non-Comparison), Large Universe",23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,26,,"Ordered Associative Array (Non-Comparison), Large Universe",x-fast Trie,1.0,Finite-Universe Tree Data Structure,,1982,https://www.sciencedirect.com/science/article/pii/0020019083900753,yes,simpler version of y-fast trie,X-fast_trie,Willard,,,O(n lg U),9.0,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O(n lg U),9.0,,,O(lg U),6.0,,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg U),6.0,,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg lg U),3.0,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(lg lg U),3.0,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(n lg U)?,9.0,,,O(lg lg U)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Large Universe",24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,27,,"Ordered Associative Array (Non-Comparison), Large Universe",y-fast Trie,1.0,Finite-Universe Tree Data Structure,,1982,https://www.sciencedirect.com/science/article/pii/0020019083900753,yes,,Y-fast_trie,Willard,,,O(n),6.0,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O(n lg lg U),7.0,expected amortized,,O(lg lg U),3.0,expected amortized,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg lg U),3.0,expected amortized,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg lg U),3.0,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(lg lg U),3.0,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(n lg lg U)?,7.0,,,O(lg lg U)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Large Universe",25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28,,"Ordered Associative Array (Non-Comparison), Large Universe",Fusion Tree,1.0,Finite-Universe Tree Data Structure,,1990,https://dl.acm.org/doi/10.1145/100216.100217,yes,,Fusion_tree,"Fredman, Willard",,,O(n),6.0,https://dl.acm.org/doi/10.1145/100216.100217,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O((n lg n)/(lg lg n)),6.99,,,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((n lg n)/(lg lg n))?,6.99,,,O((lg n)/(lg lg n))?,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Large Universe",26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,29,,"Ordered Associative Array (Non-Comparison), Large Universe",Exponential Tree,1.0,Finite-Universe Tree Data Structure,,1996,https://ieeexplore.ieee.org/document/548472,yes,,Exponential_tree,Andersson,,,O(n),6.0,https://ieeexplore.ieee.org/document/548472,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O(n*sqrt(lg n)),6.5,,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.5,amortized,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.5,amortized,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.5,,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.5,,https://ieeexplore.ieee.org/document/548472,O(n*sqrt(lg n)),6.5,,,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Large Universe",27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,30,,"Ordered Associative Array (Non-Comparison), Large Universe","Fusion Tree (dynamic, using Exponential Trees)",1.0,Finite-Universe Tree Data Structure,,2007,https://arxiv.org/abs/cs/0210006,yes,,,"Andersson, Thorup",,,O(n),6.0,https://arxiv.org/abs/cs/0210006,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O(n((lg n)/(lg lg U) + lg lg n))?,6.01,,,O((lg n)/(lg lg U) + lg lg n),2.0,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O((lg n)/(lg lg U) + lg lg n),2.0,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O((lg n)/(lg lg U) + lg lg n),2.0,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O((lg n)/(lg lg U) + lg lg n),2.0,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O(n*(lg n)/(lg lg U) + lg lg n)?,6.01,,,O((lg n)/(lg lg U) + lg lg n),2.0,,https://arxiv.org/abs/cs/0210006 (Corollary 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Large Universe",28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,,"Ordered Associative Array (Non-Comparison), Large Universe",Fusion Tree (dynamic),1.0,Finite-Universe Tree Data Structure,,2010,https://ieeexplore.ieee.org/document/6979001,yes,,,"Patrascu, Thorup",,,O(n),6.0,https://ieeexplore.ieee.org/document/6979001,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O((n lg n)/(lg lg U)),6.0,,,O((lg n)/(lg lg U)),1.0,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),1.0,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),1.0,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),1.0,,https://ieeexplore.ieee.org/document/6979001,O((n lg n)/(lg lg U))?,6.0,,,O((lg n)/(lg lg U)),1.0,,https://ieeexplore.ieee.org/document/6979001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
"Ordered Associative Array (Non-Comparison), Smaller Universe",29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,32,,"Ordered Associative Array (Non-Comparison), Smaller Universe",van Emde Boas Tree,1.0,Finite-Universe Tree Data Structure,,1975,https://www.sciencedirect.com/science/article/pii/002001907790031X,yes,,Van_Emde_Boas_tree,van Emde Boas,,,O(U),10.0,https://www.sciencedirect.com/science/article/pii/002001907790031X,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(U lg lg U),10.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),2.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),2.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),2.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),2.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(n lg lg U)?,6.01,,,O(1),1.0,(stored as attributes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
"Ordered Associative Array (Non-Comparison), Smaller Universe",30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,33,,"Ordered Associative Array (Non-Comparison), Smaller Universe",p-fast Trie,1.0,Finite-Universe Tree Data Structure,,1981,https://www.sciencedirect.com/science/article/pii/0022000084900205,yes,simpler fersion of q-fast trie,,Willard,,,O(n*sqrt(lg U)*2^(sqrt(lg U))),8.95,https://www.sciencedirect.com/science/article/pii/0022000084900205,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,8.95,,,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,8.95,,,O(sqrt(lg U))?,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Smaller Universe",31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,34,,"Ordered Associative Array (Non-Comparison), Smaller Universe",q-fast Trie,1.0,Finite-Universe Tree Data Structure,,1981,https://www.sciencedirect.com/science/article/pii/0022000084900205,yes,,,Willard,,,O(n),6.0,https://www.sciencedirect.com/science/article/pii/0022000084900205,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,8.95,,,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,8.95,,,O(sqrt(lg U))?,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Smaller Universe",32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,35,,"Ordered Associative Array (Non-Comparison), Smaller Universe",x-fast Trie,1.0,Finite-Universe Tree Data Structure,,1982,https://www.sciencedirect.com/science/article/pii/0020019083900753,yes,simpler version of y-fast trie,X-fast_trie,Willard,,,O(n lg U),7.0,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n lg U),7.0,,,O(lg U),3.0,,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg U),3.0,,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg lg U),2.0,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(lg lg U),2.0,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(n lg U)?,7.0,,,O(lg lg U)?,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Smaller Universe",33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,36,,"Ordered Associative Array (Non-Comparison), Smaller Universe",y-fast Trie,1.0,Finite-Universe Tree Data Structure,,1982,https://www.sciencedirect.com/science/article/pii/0020019083900753,yes,,Y-fast_trie,Willard,,,O(n),6.0,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n lg lg U),6.01,expected amortized,,O(lg lg U),2.0,expected amortized,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg lg U),2.0,expected amortized,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg lg U),2.0,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(lg lg U),2.0,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(n lg lg U)?,6.01,,,O(lg lg U)?,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Smaller Universe",34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,37,,"Ordered Associative Array (Non-Comparison), Smaller Universe",Fusion Tree,1.0,Finite-Universe Tree Data Structure,,1990,https://dl.acm.org/doi/10.1145/100216.100217,yes,,Fusion_tree,"Fredman, Willard",,,O(n),6.0,https://dl.acm.org/doi/10.1145/100216.100217,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O((n lg n)/(lg lg n)),6.99,,,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((n lg n)/(lg lg n))?,6.99,,,O((lg n)/(lg lg n))?,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
"Ordered Associative Array (Non-Comparison), Smaller Universe",35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,38,,"Ordered Associative Array (Non-Comparison), Smaller Universe",Exponential Tree,1.0,Finite-Universe Tree Data Structure,,1996,https://ieeexplore.ieee.org/document/548472,yes,,Exponential_tree,Andersson,,,O(n),6.0,https://ieeexplore.ieee.org/document/548472,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n*sqrt(lg n)),6.5,,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,amortized,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,amortized,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,,https://ieeexplore.ieee.org/document/548472,O(n*sqrt(lg n)),6.5,,,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
"Ordered Associative Array (Non-Comparison), Smaller Universe",36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,39,,"Ordered Associative Array (Non-Comparison), Smaller Universe","Fusion Tree (dynamic, using Exponential Trees)",1.0,Finite-Universe Tree Data Structure,,2007,https://arxiv.org/abs/cs/0210006,yes,,,"Andersson, Thorup",,,O(n),6.0,https://arxiv.org/abs/cs/0210006,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n((lg n)/(lg lg U) + lg lg n))?,6.99,,,O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O(n*(lg n)/(lg lg U) + lg lg n)?,6.99,,,O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
"Ordered Associative Array (Non-Comparison), Smaller Universe",37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,40,,"Ordered Associative Array (Non-Comparison), Smaller Universe",Fusion Tree (dynamic),1.0,Finite-Universe Tree Data Structure,,2010,https://ieeexplore.ieee.org/document/6979001,yes,,,"Patrascu, Thorup",,,O(n),6.0,https://ieeexplore.ieee.org/document/6979001,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O((n lg n)/(lg lg U)),6.99,,,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,O((n lg n)/(lg lg U))?,6.99,,,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Orthogonal Range Search,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,191,,Orthogonal Range Search,Range Tree,1.0,,,1978,https://ieeexplore.ieee.org/document/4567959,yes,,,Lueker,,,O(n (lg n)^(d-1)),8.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,words,Word RAM,"n: number of objects
d: dimension of space",n,O(n (lg n)^d)?,8.0,,,O((lg n)^d),4.0,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,O((lg n)^d),4.0,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,O((lg n)^d),4.0,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((lg n)^d + s),4.0,s denotes the number of pairs enumerated,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,,,,,1,0
Orthogonal Range Search,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,190,,Orthogonal Range Search,Range Tree,1.0,,,1979,https://apps.dtic.mil/sti/pdfs/ADA061627.pdf,yes,,Range_tree,Bentley,,,O(n (lg n)^(d-1)),8.0,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(1, d-1)))",8.0,,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4.0,amortized,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4.0,amortized,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4.0,,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((lg n)^d + s),4.0,s denotes the number of pairs enumerated,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,,,,,0,0
Orthogonal Range Search,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,192,,Orthogonal Range Search,Layered Range Tree,1.0,,,1984,https://dl.acm.org/doi/pdf/10.1145/800057.808675,yes,,,"Gabow, Bentley, Tarjan",,,O(n (lg n)^(d-1)),8.0,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(1, d-1)))",8.0,,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4.0,amortized?,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4.0,amortized?,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,"O((lg n)^(max(1, d-1)))",4.0,,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O((lg n)^(max(1, d-1)) + s)",4.0,s denotes the number of pairs enumerated,,,,,,0,0
Orthogonal Range Search,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,193,,Orthogonal Range Search,Range Tree,1.0,,,1985,https://dl.acm.org/doi/pdf/10.1145/3828.3839,yes,(also mentions a static-to-dynamic transformation),,"Willard, Lueker",,,O(n (lg n)^(d-1)),8.0,https://dl.acm.org/doi/pdf/10.1145/3828.3839,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(1, d-1)))",8.0,,,O((lg n)^d),4.0,,https://dl.acm.org/doi/abs/10.1145/3828.3839,O((lg n)^d),4.0,,https://dl.acm.org/doi/abs/10.1145/3828.3839,O((lg n)^d),4.0,,https://dl.acm.org/doi/abs/10.1145/3828.3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((lg n)^d + s),4.0,s denotes the number of pairs enumerated,https://dl.acm.org/doi/abs/10.1145/3828.3839,,,,,0,0
Orthogonal Range Search,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,194,,Orthogonal Range Search,Range Tree,1.0,,,1985,https://epubs.siam.org/doi/pdf/10.1137/0214019,yes,,,Willard,,,O(n (lg n)^(d-1)),8.0,https://epubs.siam.org/doi/pdf/10.1137/0214019,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(1, d-1)))",8.0,,https://epubs.siam.org/doi/pdf/10.1137/0214019,O((lg n)^(d-1/2)),4.0,,https://epubs.siam.org/doi/pdf/10.1137/0214019,O((lg n)^(d-1/2)),4.0,,https://epubs.siam.org/doi/pdf/10.1137/0214019,O((lg n)^(d-1/2)),4.0,,https://epubs.siam.org/doi/pdf/10.1137/0214019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((lg n)^(d-1/2) + s),4.0,s denotes the number of pairs enumerated,https://epubs.siam.org/doi/pdf/10.1137/0214019,,,,,0,0
"Orthogonal Range Search, Static",154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,196,,"Orthogonal Range Search, Static",Range Tree w/ Fractional Cascading,1.0,,,1986,https://www.cs.princeton.edu/~chazelle/pubs/FractionalCascading2.pdf,yes,,,"Chazelle, Guibas",,,O(n (lg n)^d),8.0,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,words,Word RAM,"n: number of objects
d: dimension of space",n,O(n (lg n)^(d+1))?,8.0,(3-d case in reference),https://www.cs.princeton.edu/~chazelle/pubs/FractionalCascading2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O((lg n)^(max(1, d-2)) + s)",4.0,s denotes the number of pairs enumerated,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,,,,,1,0
"Orthogonal Range Search, Static",155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,197,,"Orthogonal Range Search, Static",Range Tree,1.0,,,1986,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4568068,yes,,,Chazelle,,,"O(n (lg n)^(max(d-1, 1))/(lg lg n))",8.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4568068,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(d-1, 1))/(lg lg n))?",8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O((lg n)^(max(1, d-1)) + s)",4.0,s denotes the number of pairs enumerated,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4568068,,,,,0,0
"Orthogonal Range Search, Static",157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,199,,"Orthogonal Range Search, Static",Range Tree,1.0,,,1988,https://www.sciencedirect.com/science/article/pii/0196677488900417,yes,,,Overmars,,,O(n (lg n)^(d-1)),8.0,https://www.sciencedirect.com/science/article/pii/0196677488900417,words,Word RAM,"n: number of objects
d: dimension of space
(U = n)",n,O(n (lg n)^(d-1))?,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O((lg n)^(max(1, d-2)) * (lg lg n) + s)",4.0,s denotes the number of pairs enumerated. d = 2 case in paper,https://www.sciencedirect.com/science/article/pii/0196677488900417,,,,,0,0
"Orthogonal Range Search, Static",160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,202,,"Orthogonal Range Search, Static",Range Tree,1.0,,,1988,https://www.cs.princeton.edu/~chazelle/pubs/FunctionalDataStructures.pdf,yes,,,Chazelle,,,"O(n (lg n)^(max(d-2, 0)+eps))",8.0,https://www.cs.princeton.edu/~chazelle/pubs/FunctionalDataStructures.pdf,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(d-2, 0)+eps))?",8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O((lg n)^(max(1, d-2)) + s)",4.0,s denotes the number of pairs enumerated. d = 2 case in paper,https://www.cs.princeton.edu/~chazelle/pubs/FunctionalDataStructures.pdf,,,,,0,0
